epochs,Clean training ACC,Poisoned training ACC,Poisoned training ASR,Batch-level |features|,TPR KMeans,FPR KMeans,TPR Gaussian,FPR Gaussian,Retrain ACC,Retrain ASR
1,,,,5078,,,,,,
1,,,,,0,0,0,0,,
1,,,,5078,,,,,,
1,,,,5078,,,,,,
1,,,,5078,,,,,,
1,,,,5078,,,,,,
1,,,,4289,,,,,,
1,,,,4289,,,,,,
1,,,,5078,,,,,,
1,,,,4289,,,,,,
1,,,,,96.8,3.67,99.6,22.38,,
1,,,,4289,,,,,,
1,,,,,96.8,3.67,99.6,22.38,,
